Opinto;Tyyppi;Toteutus;Alkupvm;Loppupvm;Nimi;Vastuutoimipiste;Vastuuohjelma
TK080301;OJ;110PA;20100823;20101219;Rakenteellinen tieto;TIEDEA;TK
TK080301;OJ;110PB;20100823;20101219;Rakenteellinen tieto;TIEDEA;TK
TK080303;OJ;110PA;20100823;20101219;Relaatiotietokanta;TIEDEA;TK
TK080303;OJ;110PB;20100823;20101219;Relaatiotietokanta;TIEDEA;TK
TK080401;OJ;110PA;20100823;20101219;Professional English Skills I;TIEDEA;TK
TK080403;OJ;110PA;20100823;20101219;Tietotekninen ympäristö ja tiedonhallinta;TIEDEA;TK
TK080403;OJ;110PB;20100823;20101219;Tietotekninen ympäristö ja tiedonhallinta;TIEDEA;TK
TK080501;OJ;110PA;20100823;20101219;Ohjelmistotuotannon menetelmät;TIEDEA;TK
TK080502;OJ;110PA;20100823;20101219;Vaatimusmäärittely;TIEDEA;TK
TK080502;OJ;110PB;20100823;20101219;Vaatimusmäärittely;TIEDEA;TK
TK080503;OJ;110PA;20100823;20101219;Tietokannan suunnitelu;TIEDEA;TK
TK080503;OJ;110PB;20100823;20101219;Tietokannan suunnitelu;TIEDEA;TK
TK080601;OJ;110PA;20100823;20101219;Projektinhallinta;TIEDEA;TK
TK080601;OJ;110PB;20100823;20101219;Projektinhallinta;TIEDEA;TK
TK080602;OJ;110PA;20100823;20101219;Yrityksen tietojenkäsittelyjärjestelmät;TIEDEA;TK
TK080602;OJ;110PB;20100823;20101219;Yrityksen tietojenkäsittelyjärjestelmät;TIEDEA;TK
TK080701;OJ;110PA;20100823;20101219;Lähiverkot;TIEDEA;TK
AVK0002;OJ;310PA;20100101;20100523;Englanti;TIEDEA;TK
TK00518;OJ;310PA;20100101;20100523;Tutkimusmenetelmät;TIEDEA;TK
TK00523;OJ;310PA;20100101;20100523;Tietokantajärjestelmät;TIEDEA;TK
TK080102;OJ;310PA;20100101;20100523;Ohjelmointi;TIEDEA;TK
TK080102;OJ;310PB;20100101;20100523;Ohjelmointi;TIEDEA;TK
TK080203;OJ;310PA;20100101;20100523;Tietoverkko;TIEDEA;TK
TK080302;OJ;310PA;20100101;20100523;Tiedon esittäminen;TIEDEA;TK
TK080302;OJ;310PB;20100101;20100523;Tiedon esittäminen;TIEDEA;TK
TK080402;OJ;310PA;20100101;20100523;Ruotsi;TIEDEA;TK
TK080402A;OSA;310PA;20100101;20100523;Ruotsi/suullinen;TIEDEA;TK
TK080402B;OSA;310PA;20100101;20100523;Ruotsi/kirjallinen;TIEDEA;TK
TK080404;OJ;310PA;20100101;20100523;Kielenhuolto ja kirjoittaminen;TIEDEA;TK
TK080601;OJ;310PB;20100101;20100523;Projektinhallinta;TIEDEA;TK
TK080702;OJ;310PA;20100101;20100523;Internet-verkot;TIEDEA;TK
TK080703;OJ;310PA;20100101;20100523;Professional English Skills 2;TIEDEA;TK
TK080801;OJ;310PA;20100101;20100523;Web-järjestelmän ohjelmointi;TIEDEA;TK
TK080802;OJ;310PA;20100101;20100523;Web-selaimen ohjelmointi;TIEDEA;TK
TK080803;OJ;310PA;20100101;20100523;Web-käyttöliittymän suunnittelu;TIEDEA;TK
TK080804;OJ;310PA;20100101;20100523;Järjestelmän suunnitteluprojekti;TIEDEA;TK
TK081001;OJ;310PA;20100101;20100523;Palvelinympäristö;TIEDEA;TK
TK081002;OJ;310PA;20100101;20100523;Palvelinympäristön ohjelmallinen hallinta;TIEDEA;TK
TK081003;OJ;310PA;20100101;20100523;Palveluiden hankinta;TIEDEA;TK
TK081004;OJ;310PA;20100101;20100523;Lähiverkon rakentamisprojekti;TIEDEA;TK
TK080101;OJ;109PA;20090824;20091220;Olioajattelu;TIEDEA;TK
TK080201;OJ;109PA;20090824;20091220;Käyttöjärjestelmä;TIEDEA;TK
TK080202;OJ;109PA;20090824;20091220;Tietokone laitteena;TIEDEA;TK
TK080301;OJ;109PA;20090824;20091220;Rakenteellinen tieto;TIEDEA;TK
TK080303;OJ;109PA;20090824;20091220;Relaatiotietokanta;TIEDEA;TK
TK080303;OJ;109PB;20090824;20091220;Relaatiotietokanta;TIEDEA;TK
TK080401;OJ;109PA;20090824;20091220;Professional English Skills I;TIEDEA;TK
TK080401;OJ;109PB;20090824;20091220;Professional English Skills I;TIEDEA;TK
TK080501;OJ;109PA;20090824;20091220;Ohjelmistotuotannon menetelmät;TIEDEA;TK
TK080501;OJ;109PB;20090824;20091220;Ohjelmistotuotannon menetelmät;TIEDEA;TK
TK080502;OJ;109PA;20090824;20091220;Vaatimusmäärittely;TIEDEA;TK
TK080502;OJ;109PB;20090824;20091220;Vaatimusmäärittely;TIEDEA;TK
TK080503;OJ;109PA;20090824;20091220;Tietokannan suunnitelu;TIEDEA;TK
TK080503;OJ;109PB;20090824;20091220;Tietokannan suunnitelu;TIEDEA;TK
TK080601;OJ;109PA;20090824;20091220;Projektinhallinta;TIEDEA;TK
TK080602;OJ;109PA;20090824;20091220;Yrityksen tietojenkäsittelyjärjestelmät;TIEDEA;TK
TK080602;OJ;109PB;20090824;20091220;Yrityksen tietojenkäsittelyjärjestelmät;TIEDEA;TK
TK080701;OJ;109PA;20090824;20091220;Lähiverkot;TIEDEA;TK
TK080701;OJ;109PB;20090824;20091220;Lähiverkot;TIEDEA;TK
TK080403;OJ;109PA;20090824;20091102;Tietotekninen ympäristö ja tiedonhallinta;TIEDEA;TK
LT080702;OJ;309EA;20090106;20090522;Liiketoiminnan ruotsi;KUNI;TK
LT080702;OJ;309EB;20090106;20090522;Liiketoiminnan ruotsi;KUNI;TK
LT080702A;OSA;309EA;20090106;20090522;Liiketoiminnan ruotsi, suullinen taito;KUNI;TK
LT080702A;OSA;309EB;20090106;20090522;Liiketoiminnan ruotsi, suullinen taito;KUNI;TK
LT080702B;OSA;309EA;20090106;20090522;Liiketoiminnan ruotsi, kirjallinen taito;KUNI;TK
LT080702B;OSA;309EB;20090106;20090522;Liiketoiminnan ruotsi, kirjallinen taito;KUNI;TK
LTE1221;OJ;409EA;20090323;20090522;Kansainvälinen markkinointi;KUNI;TK
LTH4222;OJ;309EA;20090106;20090522;Kansainvälinen verotus- ja tilinpäätöskäytäntö;KUNI;TK
TK00522;OJ;309EA;20090106;20090522;Tietojenkäsittelyn seminaari;KUNI;TK
TK080102;OJ;309PA;20090112;20090522;Ohjelmointi;TIEDEA;TK
TK080102;OJ;309PB;20090112;20090522;Ohjelmointi;TIEDEA;TK
TK080203;OJ;309PA;20090112;20090522;Tietoverkko;TIEDEA;TK
TK080203;OJ;309PB;20090112;20090522;Tietoverkko;TIEDEA;TK
TK080302;OJ;309PA;20090112;20090522;Tiedon esittäminen;TIEDEA;TK
TK080302;OJ;309PB;20090112;20090522;Tiedon esittäminen;TIEDEA;TK
TK080402;OJ;309PA;20090112;20090522;Ruotsi;TIEDEA;TK
TK080402;OJ;309PB;20090112;20090522;Ruotsi;TIEDEA;TK
TK080402A;OSA;309PA;20090112;20090522;Ruotsi/suullinen;TIEDEA;TK
TK080402A;OSA;309PB;20090112;20090522;Ruotsi/suullinen;TIEDEA;TK
TK080402B;OSA;309PA;20090112;20090522;Ruotsi/kirjallinen;TIEDEA;TK
TK080402B;OSA;309PB;20090112;20090522;Ruotsi/kirjallinen;TIEDEA;TK
TK080404;OJ;309PA;20090112;20090522;Kielenhuolto ja kirjoittaminen;TIEDEA;TK
TK080404;OJ;309PB;20090112;20090522;Kielenhuolto ja kirjoittaminen;TIEDEA;TK
LTH4141;OJ;309EA;20090106;20090323;Tilintarkastus;KUNI;TK
AVK0001;OJ;309EA;20090106;20090320;Ruotsi;KUNI;TK
AVK0001A;OSA;309EA;20090106;20090320;Ruotsi / Suullinen taito;KUNI;TK
AVK0001B;OSA;309EA;20090106;20090320;Ruotsi / Kirjallinen taito;KUNI;TK
LT00613;OJ;309EA;20090105;20090320;Business Communication;KUNI;TK
LT00621;OJ;309EA;20090106;20090320;Affärssvenska;KUNI;TK
LT00750;OJ;308EA;20090106;20090320;Liikeviestintätaidot;KUNI;TK
LT080827;OJ;309EA;20090105;20090320;Saksan perusteet III;KUNI;TK
LTE1201;OJ;309EA;20090106;20090320;Liiketoiminnan kehittäminen;KUNI;TK
LTE3141;OJ;309EA;20090106;20090320;Markkinoinnin suunnittelu ja johtaminen;KUNI;TK
TK00518;OJ;309EA;20090106;20090320;Tutkimusmenetelmät;KUNI;TK
TKE0502;OJ;309EA;20090106;20090320;Tietoverkkopalvelu-projekti;KUNI;TK
TKE0503;OJ;309EA;20090106;20090320;Käyttöliittymien suunnittelu;KUNI;TK
TK080101;OJ;108PA;20080825;20081219;Olioajattelu;TIEDEA;TK
TK080101;OJ;108PB;20080825;20081219;Olioajattelu;TIEDEA;TK
TK080201;OJ;108PA;20080825;20081219;Käyttöjärjestelmä;TIEDEA;TK
TK080201;OJ;108PB;20080825;20081219;Käyttöjärjestelmä;TIEDEA;TK
TK080202;OJ;108PA;20080825;20081219;Tietokone laitteena;TIEDEA;TK
TK080202;OJ;108PB;20080825;20081219;Tietokone laitteena;TIEDEA;TK
TK080301;OJ;108PA;20080825;20081219;Rakenteellinen tieto;TIEDEA;TK
TK080301;OJ;108PB;20080825;20081219;Rakenteellinen tieto;TIEDEA;TK
TK080303;OJ;108PA;20080825;20081219;Relaatiotietokanta;TIEDEA;TK
TK080303;OJ;108PB;20080825;20081219;Relaatiotietokanta;TIEDEA;TK
TK080401;OJ;108PA;20080825;20081219;Professional English Skills I;TIEDEA;TK
TK080401;OJ;108PB;20080825;20081219;Professional English Skills I;TIEDEA;TK
TK080403;OJ;108PA;20080825;20081219;Tietotekninen ympäristö ja tiedonhallinta;TIEDEA;TK
TK080403;OJ;108PB;20080825;20081219;Tietotekninen ympäristö ja tiedonhallinta;TIEDEA;TK
IT130603;OJ;318PA;20180101;20180524;Yrityksen lähiverkon toteutus;TIEDEB;IC
IT130703;OJ;318PA;20180101;20180524;NGN-järjestelmät;TIEDEB;IC
IT130102;OJ;117PA;20170801;20171231;Suunnittelumallit ja rinnakkaisohjelmointi;TIEDEB;IC
IT130303;OJ;117PA;20170801;20171231;C/C++ -ohjelmoinnin jatkokurssi;TIEDEB;IC
IT130602;OJ;117PA;20170801;20171231;Laajojen reititinverkkojen toteutus;TIEDEB;IC
IT130702;OJ;117PA;20170801;20171231;Mobiiliverkot;TIEDEB;IC
IT130101;OJ;317PA;20170101;20170524;Tietorakenteet ja algoritmit;TIEDEB;IC
IT130302;OJ;317PA;20170101;20170524;Ohjelmoitava digitaalitekniikka;TIEDEB;IC
IT130601;OJ;417PA;20170323;20170524;Verkkojen tietoturva;TIEDEB;IC
IT130603;OJ;317PA;20170101;20170524;Yrityksen lähiverkon toteutus;TIEDEB;IC
IT130701;OJ;317PA;20170101;20170524;Teletekniikat;TIEDEB;IC
IT130703;OJ;317PA;20170101;20170524;NGN-järjestelmät;TIEDEB;IC
IT130503;OJ;317PA;20170101;20170322;Tietokoneverkkojen etäyhteydet;TIEDEB;IC
IT130902;OJ;216PA;20161017;20170322;Lämpötekniikka ja värähtelyt;TIEDEB;IC
IT130102;OJ;116PA;20160801;20161231;Suunnittelumallit ja rinnakkaisohjelmointi;TIEDEB;IC
IT130103;OJ;116PA;20160801;20161231;C/C++ -ohjelmointi;TIEDEB;IC
IT130203;OJ;116PA;20160801;20161231;Elektroniikka II;TIEDEB;IC
IT130301;OJ;116PA;20160801;20161231;Tietokonetekniikka;TIEDEB;IC
IT130303;OJ;116PA;20160801;20161231;C/C++ -ohjelmoinnin jatkokurssi;TIEDEB;IC
IT130501;OJ;116PA;20160801;20161231;Tietoliikennejärjestelmät;TIEDEB;IC
IT130505;OJ;116PA;20160801;20161231;Lähi- ja reititinverkkojen jatkokurssi;TIEDEB;IC
IT130602;OJ;116PA;20160801;20161231;Laajojen reititinverkkojen toteutus;TIEDEB;IC
IT130702;OJ;116PA;20160801;20161231;Mobiiliverkot;TIEDEB;IC
IT130803;OJ;116PA;20160801;20161231;Differentiaali- ja intergraalilaskenta;TIEDEB;IC
IT130903;OJ;416PA;20160314;20161016;Fysiikan laboraatiot;TIEDEB;IC
IT130101;OJ;316PA;20160101;20160515;Tietorakenteet ja algoritmit;TIEDEB;IC
IT130202;OJ;316PA;20160101;20160515;Elektroniikka I;TIEDEB;IC
IT130302;OJ;316PA;20160101;20160515;Ohjelmoitava digitaalitekniikka;TIEDEB;IC
IT130502;OJ;316PA;20160101;20160515;Lähi- ja reititinverkot;TIEDEB;IC
IT130601;OJ;316PA;20160314;20160515;Verkkojen tietoturva;TIEDEB;IC
IT130701;OJ;316PA;20160101;20160515;Teletekniikat;TIEDEB;IC
IT130802;OJ;316PA;20160101;20160515;Geometria;TIEDEB;IC
IT130503;OJ;115PA;20160101;20160313;Tietokoneverkkojen etäyhteydet;TIEDEB;IC
IT130901;OJ;215PA;20151019;20160313;Mekaniikka ja sähkömagnetismi;TIEDEB;IC
IT130902;OJ;215PA;20151019;20160313;Lämpötekniikka ja värähtelyt;TIEDEB;IC
IC130102;OJ;115PC;20150801;20151231;Englanti;TIEDEB;IC
IC130303;OJ;115PA;20150801;20151231;Tietoverkkojen perusteet;TIEDEB;IC
IT130103;OJ;115PA;20150801;20151231;C/C++ -ohjelmointi;TIEDEB;IC
IT130201;OJ;115PA;20150801;20151231;Sähkötekniikka ja piiriteoria;TIEDEB;IC
IT130203;OJ;115PA;20150801;20151231;Elektroniikka II;TIEDEB;IC
IT130301;OJ;115PA;20150801;20151231;Tietokonetekniikka;TIEDEB;IC
IT130501;OJ;115PA;20150801;20151231;Tietoliikennejärjestelmät;TIEDEB;IC
IT130505;OJ;115PA;20150801;20151231;Lähi- ja reititinverkkojen jatkokurssi;TIEDEB;IC
IT130801;OJ;115PA;20150801;20151231;Algebra;TIEDEB;IC
IT130803;OJ;115PA;20150801;20151231;Differentiaali- ja intergraalilaskenta;TIEDEB;IC
IT130903;OJ;115PA;20150801;20151231;Fysiikan laboraatiot;TIEDEB;IC
IT130903;OJ;315PA;20150316;20151018;Fysiikan laboraatiot;TIEDEB;IC
IT130202;OJ;315PA;20150101;20150517;Elektroniikka I;TIEDEB;IC
IT130502;OJ;315PA;20150101;20150430;Lähi- ja reititinverkot;TIEDEB;IC
IT130802;OJ;315PA;20150108;20150423;Geometria;TIEDEB;IC
IT130901;OJ;214PA;20141020;20150315;Mekaniikka ja sähkömagnetismi;TIEDEB;IC
IC130303;OJ;114PA;20140801;20141231;Tietoverkkojen perusteet;TIEDEB;IC
IT130201;OJ;114PA;20140901;20141231;Sähkötekniikka ja piiriteoria;TIEDEB;IC
IT130801;OJ;114PA;20140801;20141231;Algebra;TIEDEB;IC
TY130106;OJ;117PA;20170801;20171231;Työelämän ja tekniikan englanti 2;TIEDEB;ME
ME130301;OJ;317RA;20170101;20170524;Sähkötekniikka;OTA;ME
ME130305;OJ;417RA;20170323;20170524;Hydrauliikka ja pneumatiikka;OTA;ME
ME130402;OJ;417PA;20170323;20170524;Työstötekniikka;TIEDEB;ME
ME130102;OJ;317PA;20170101;20170322;Tuotantotekniikan laboraatiot;TIEDEB;ME
ME130302;OJ;317RA;20170101;20170322;Tietotekniikka ja tietoverkot;OTA;ME
ME130307;OJ;317PA;20170101;20170322;Laatu ja koneturvallisuus;TIEDEB;ME
TY130107A;OSA;317PA;20170101;20170322;Ruotsi/suullinen taito;OTA;ME
TY130107B;OSA;317RA;20170101;20170322;Ruotsi/kirjallinen taito;OTA;ME
YH00023;OJ;317PA;20170101;20170322;Ruotsin perusteet 3;TIEDEB;ME
ME130202C;OSA;216RA;20161017;20161231;Statiikka ja dynamiikka C;OTA;ME
ME130203;OJ;116RA;20160801;20161231;Lujuusoppi;OTA;ME
ME130304;OJ;116RA;20160801;20161231;Automaatiotekniikan perusteet;OTA;ME
TY130105;OJ;116RA;20160801;20161231;Työelämän ja tekniikan englanti 1;OTA;ME
TY130106;OJ;116PA;20160801;20161231;Työelämän ja tekniikan englanti 2;TIEDEB;ME
YH00044;OJ;216PA;20161017;20161231;Ruotsin perusteet 2;TIEDEB;ME
ME130101;OJ;116RA;20160801;20161016;Tuotantotekniikat;OTA;ME
ME130202B;OSA;116RA;20160801;20161016;Statiikka ja dynamiikka B;OTA;ME
ME130306;OJ;116RA;20160801;20161016;Energiatekniikka;OTA;ME
YH00043;OJ;116PA;20160801;20161016;Ruotsin perusteet 1;TIEDEB;ME
AU130302;OJ;115PA;20160314;20160515;Tuotantoautomaation perusteet;TIEDEB;ME
ME081301;OJ;416PA;20160314;20160515;Opinnäytetyön aloittaminen ja suunnitelma;TIEDEB;ME
ME081303;OJ;416PA;20160314;20160515;opinnäytetyön valmistuminen;TIEDEB;ME
ME130105;OJ;416RA;20160314;20160515;Metallioppi;OTA;ME
ME130202C;OSA;416PA;20160314;20160515;Statiikka ja dynamiikka C;TIEDEB;ME
ME130204;OJ;316PA;20160101;20160515;Koneenosat;TIEDEB;ME
ME130204;OJ;316PB;20160101;20160515;Koneenosat;TIEDEB;ME
ME130301;OJ;316PB;20160101;20160515;Sähkötekniikka;TIEDEB;ME
ME130301;OJ;316RA;20160101;20160515;Sähkötekniikka;OTA;ME
ME130305;OJ;115PA;20160314;20160515;Hydrauliikka ja pneumatiikka;TIEDEB;ME
ME130305;OJ;115RA;20160314;20160515;Hydrauliikka ja pneumatiikka;OTA;ME
ME130402;OJ;215PA;20160314;20160515;Työstötekniikka;TIEDEB;ME
ME130404;OJ;316RA;20160101;20160515;Valmistustekniikan laboraatiot;OTA;ME
ME130502;OJ;115PA;20160101;20160515;Tuotekehitysprosessi;TIEDEB;ME
ME130502;OJ;416PA;20160314;20160515;Tuotekehitysprosessi;TIEDEB;ME
ME130502;OJ;416PB;20160314;20160515;Tuotekehitysprosessi;TIEDEB;ME
ME130601;OJ;316PA;20160101;20160515;Elementtimenetelmän perusteet;TIEDEB;ME
ME130802;OJ;316PA;20160101;20160515;Voimalaitostekniikka;TIEDEB;ME
TY130103;OJ;115PA;20160101;20160515;Johtaminen ja projektitoiminta;TIEDEB;ME
TY130105;OJ;316RB;20160101;20160515;Työelämän ja tekniikan englanti 1;OTA;ME
TY130107A;OSA;316RA;20160101;20160515;Ruotsi/suullinen taito;OTA;ME
TY130107B;OSA;316RA;20160101;20160515;Ruotsi/kirjallinen taito;OTA;ME
TY130203;OJ;316RA;20160101;20160515;Geometria;OTA;ME
TY130204;OJ;316RA;20160101;20160515;Differentiaali- ja integraalilaskenta;OTA;ME
TY130207;OJ;316RC;20160101;20160515;Lämpötekniikka ja värähtelyt;OTA;ME
TY130208;OJ;316RA;20160101;20160515;Fysiikan laboraatiot;OTA;ME
YH00042;OJ;416RA;20160314;20160515;Englannin perusteet 2;OTA;ME
ME080701;OJ;316RA;20160101;20160315;Laivan suunnittelun perusteet;OTA;ME
AU080501;OJ;316PA;20160101;20160313;Liikkeenohjaus;TIEDEB;ME
ME081302;OJ;316PA;20160101;20160313;Metodien perustelu ja aineiston esittely;TIEDEB;ME
ME130102;OJ;316PA;20160101;20160313;Tuotantotekniikan laboraatiot;TIEDEB;ME
ME130102;OJ;316PB;20160101;20160313;Tuotantotekniikan laboraatiot;TIEDEB;ME
ME130102;OJ;316PC;20160101;20160313;Tuotantotekniikan laboraatiot;TIEDEB;ME
ME130202A;OSA;316RA;20160101;20160313;Statiikka ja dynamiikka A;OTA;ME
ME130301;OJ;316PA;20160101;20160313;Sähkötekniikka;TIEDEB;ME
ME130302;OJ;316PA;20160101;20160313;Tietotekniikka ja tietoverkot;TIEDEB;ME
ME130302;OJ;316PB;20160101;20160313;Tietotekniikka ja tietoverkot;TIEDEB;ME
ME130302;OJ;316RA;20160101;20160313;Tietotekniikka ja tietoverkot;OTA;ME
ME130304;OJ;115PA;20160101;20160313;Automaatiotekniikan perusteet;TIEDEB;ME
ME130305;OJ;316PA;20160101;20160313;Hydrauliikka ja pneumatiikka;TIEDEB;ME
ME130307;OJ;316PA;20160101;20160313;Laatu ja koneturvallisuus;TIEDEB;ME
ME130403;OJ;316PA;20160101;20160313;Työkalusuunnittelu;TIEDEB;ME
ME130501;OJ;316PA;20160101;20160313;Konstruktiosuunnittelu;TIEDEB;ME
ME130501;OJ;316PB;20160101;20160313;Konstruktiosuunnittelu;TIEDEB;ME
ME130902;OJ;215PA;20160101;20160313;Puu- ja bioenergia;TIEDEB;ME
TY130102;OJ;316RA;20160101;20160313;Asiantuntijaviestintä;OTA;ME
TY130103;OJ;316PA;20160101;20160313;Johtaminen ja projektitoiminta;TIEDEB;ME
TY130104;OJ;215PA;20160101;20160313;Tutkimusviestintä;TIEDEB;ME
TY130104;OJ;316PA;20160101;20160313;Tutkimusviestintä;TIEDEB;ME
TY130107A;OSA;316PA;20160101;20160313;Ruotsi/suullinen taito;OTA;ME
TY130107B;OSA;316PA;20160101;20160313;Ruotsi/kirjallinen taito;OTA;ME
TY130202;OJ;115RA;20150801;20160313;Algebra;OTA;ME
YH00023;OJ;316PA;20160101;20160313;Ruotsin perusteet 3;TIEDEB;ME
YH00041;OJ;316RA;20160101;20160313;Englannin perusteet 1;OTA;ME
AU080502;OJ;115PA;20150801;20151231;Robotiikka ja konenäkö;TIEDEB;ME
AU080503;OJ;215PA;20151019;20151231;Koneautomaation laboraatiot;TIEDEB;ME
AU130502;OJ;115PA;20150801;20151231;Robotiikka ja konenäkö;TIEDEB;ME
AU130504;OJ;115PA;20150801;20151231;Mallinnus ja simulointi;TIEDEB;ME
ME080403;OJ;215PA;20151019;20151231;Työkalusuunnittelu;TIEDEB;ME
ME080504;OJ;115PA;20150801;20151231;Suunnitteluprojekti;TIEDEB;ME
ME080504;OJ;416PA;20150801;20151231;Suunnitteluprojekti;TIEDEB;ME
ME080602;OJ;115PA;20150801;20151231;Konedynamiikka;TIEDEB;ME
ME080603;OJ;115PA;20151019;20151231;Tuotekehityksen harjoitukset;TIEDEB;ME
ME080703;OJ;215PA;20151019;20151231;Laivaputkistojärjestelmät;TIEDEB;ME
ME080705;OJ;215PA;20151019;20151231;Valmistussuunnittelu;TIEDEB;ME
ME080903;OJ;115PA;20150801;20151231;Lämpökeskusten suunnittelu;TIEDEB;ME
ME080904;OJ;115PA;20150801;20151231;Energiatalous;TIEDEB;ME
ME081301;OJ;214PA;20141020;20151231;Opinnäytetyön aloittaminen ja suunnitelma;TIEDEB;ME
ME081301;OJ;214PB;20141020;20151231;Opinnäytetyön aloittaminen ja suunnitelma;TIEDEB;ME
ME081302;OJ;214PA;20141020;20151231;Metodien perustelu ja aineiston esittely;TIEDEB;ME
ME081302;OJ;214PB;20141020;20151231;Metodien perustelu ja aineiston esittely;TIEDEB;ME
ME081303;OJ;214PA;20141020;20151231;opinnäytetyön valmistuminen;TIEDEB;ME
ME081303;OJ;214PB;20141020;20151231;opinnäytetyön valmistuminen;TIEDEB;ME
ME130101;OJ;115PA;20151019;20151231;Tuotantotekniikat;TIEDEB;ME
ME130104;OJ;215RA;20151019;20151231;Materiaalit ja niiden valinta;OTA;ME
ME130201;OJ;215RA;20151019;20151231;3D-mallintaminen;OTA;ME
ME130202B;OSA;115PA;20151019;20151231;Statiikka ja dynamiikka B;TIEDEB;ME
ME130202C;OSA;115RA;20151019;20151231;Statiikka ja dynamiikka C;OTA;ME
ME130203;OJ;115RA;20150801;20151231;Lujuusoppi;OTA;ME
ME130203;OJ;115RB;20150801;20151231;Lujuusoppi;OTA;ME
ME130204;OJ;115PA;20150801;20151231;Koneenosat;TIEDEB;ME
ME130303;OJ;215RA;20151019;20151231;Ohjelmointi;OTA;ME
ME130304;OJ;115PB;20150801;20151231;Automaatiotekniikan perusteet;TIEDEB;ME
ME130304;OJ;115RA;20150801;20151231;Automaatiotekniikan perusteet;OTA;ME
ME130306;OJ;215PA;20151019;20151231;Energiatekniikka;TIEDEB;ME
ME130401;OJ;115PA;20150801;20151231;Hitsaustekniikka;TIEDEB;ME
ME130401;OJ;215PA;20151019;20151231;Hitsaustekniikka;TIEDEB;ME
ME130403;OJ;215PA;20151019;20151231;Työkalusuunnittelu;TIEDEB;ME
ME130503;OJ;115PA;20151019;20151231;Tietokoneavusteinen suunnittelu;TIEDEB;ME
ME130503;OJ;115PC;20150801;20151231;Tietokoneavusteinen suunnittelu;TIEDEB;ME
ME130504;OJ;115PA;20150801;20151231;Suunnitteluprojekti;TIEDEB;ME
ME130601;OJ;115PA;20150801;20151231;Elementtimenetelmän perusteet;TIEDEB;ME
ME130701;OJ;215PA;20151019;20151231;Laivan suunnittelun perusteet;TIEDEB;ME
ME130702;OJ;215PA;20151019;20151231;Laivan konehuonejärjestelmät;TIEDEB;ME
ME130801;OJ;215PA;20151019;20151231;Höyrytekniikka;TIEDEB;ME
ME130901;OJ;316PA;20151019;20151231;Polttotekniikka;TIEDEB;ME
RT080504;OJ;215PA;20151019;20151231;Lämmönsiirto;TIEDEB;ME
TY130105;OJ;115PA;20150801;20151231;Työelämän ja tekniikan englanti 1;TIEDEB;ME
TY130105;OJ;115PB;20150801;20151231;Työelämän ja tekniikan englanti 1;TIEDEB;ME
TY130105;OJ;115RA;20150801;20151231;Työelämän ja tekniikan englanti 1;OTA;ME
TY130106;OJ;115PA;20150801;20151231;Työelämän ja tekniikan englanti 2;TIEDEB;ME
TY130106;OJ;115PC;20150801;20151231;Työelämän ja tekniikan englanti 2;TIEDEB;ME
TY130106;OJ;115PD;20150801;20151231;Työelämän ja tekniikan englanti 2;TIEDEB;ME
TY130107A;OSA;115RB;20150801;20151231;Ruotsi/suullinen taito;OTA;ME
TY130107B;OSA;115RA;20150801;20151231;Ruotsi/kirjallinen taito;OTA;ME
TY130205;OJ;115RB;20150801;20151231;Mekaniikka;OTA;ME
TY130206;OJ;215RA;20151019;20151231;Sähkömagnetismi;OTA;ME
TY130208SY;OSA;115PA;20150801;20151231;Fysiikan laboraatiot 2;TIEDEB;ME
YH00044;OJ;215PA;20151019;20151231;Ruotsin perusteet 2;TIEDEB;ME
YH00044;OJ;215PB;20151019;20151231;Ruotsin perusteet 2;TIEDEB;ME
YH00045;OJ;215PF;20151019;20151231;Ruotsin perusteet 3;TIEDEB;ME
AU080504;OJ;115PA;20150801;20151018;Mallinnus ja simulointi;TIEDEB;ME
ME080307;OJ;115PA;20150801;20151018;Laatu ja koneturvallisuus;TIEDEB;ME
ME080307;OJ;115PB;20150801;20151018;Laatu ja koneturvallisuus;TIEDEB;ME
ME080403;OJ;115PA;20150801;20151018;Työkalusuunnittelu;TIEDEB;ME
ME080404;OJ;115PA;20150801;20151018;Valmistustekniikan laboraatiot;TIEDEB;ME
ME080404;OJ;115PB;20150801;20151018;Valmistustekniikan laboraatiot;TIEDEB;ME
ME080704;OJ;215PA;20150801;20151018;LVI- ja saniteettijärjestelmät;TIEDEB;ME
ME080803;OJ;115PA;20150801;20151018;Turbiinitekniikka;TIEDEB;ME
ME130101;OJ;115PB;20150801;20151018;Tuotantotekniikat;TIEDEB;ME
ME130101;OJ;115RA;20150801;20151018;Tuotantotekniikat;OTA;ME
ME130103;OJ;115RA;20150801;20151018;Teknillinen piirustus;OTA;ME
ME130202B;OSA;115RA;20150801;20151018;Statiikka ja dynamiikka B;OTA;ME
ME130203;OJ;115PA;20150801;20151018;Lujuusoppi;TIEDEB;ME
ME130306;OJ;115PA;20150801;20151018;Energiatekniikka;TIEDEB;ME
ME130306;OJ;115RA;20150801;20151018;Energiatekniikka;OTA;ME
ME130307;OJ;115PA;20150801;20151018;Laatu ja koneturvallisuus;TIEDEB;ME
ME130403;OJ;115PA;20150801;20151018;Työkalusuunnittelu;TIEDEB;ME
ME130404;OJ;115PA;20150801;20151018;Valmistustekniikan laboraatiot;TIEDEB;ME
ME130503;OJ;115PB;20150801;20151018;Tietokoneavusteinen suunnittelu;TIEDEB;ME
